Zone,Hospital,Type,Date,Measure Name,Actual,CTAS
Eastern,Guysborough Memorial Hospital,Community Hospital,2022-06-01,Acute Occupancy,66.333,
Eastern,Guysborough Memorial Hospital,Community Hospital,2022-07-01,Acute Occupancy,44.839,
Eastern,Guysborough Memorial Hospital,Community Hospital,2022-08-01,Acute Occupancy,56.129,
Eastern,Guysborough Memorial Hospital,Community Hospital,2022-09-01,Acute Occupancy,70.667,
Eastern,Guysborough Memorial Hospital,Community Hospital,2022-10-01,Acute Occupancy,83.548,
Eastern,Guysborough Memorial Hospital,Community Hospital,2022-11-01,Acute Occupancy,69.333,
Eastern,Guysborough Memorial Hospital,Community Hospital,2022-12-01,Acute Occupancy,68.387,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-01-01,Acute Occupancy,62.581,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-02-01,Acute Occupancy,65.714,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-03-01,Acute Occupancy,75.806,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-04-01,Acute Occupancy,40.333,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-05-01,Acute Occupancy,62.903,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Acute Occupancy,61,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-07-01,Acute Occupancy,57.419,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-08-01,Acute Occupancy,58.71,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-09-01,Acute Occupancy,67,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-10-01,Acute Occupancy,80.323,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-11-01,Acute Occupancy,78.667,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Acute Occupancy,40,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Acute Occupancy,54.333,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-04-01,Acute Occupancy,70,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-05-01,Acute Occupancy,65.844,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-06-01,Acute Occupancy,55.784,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-07-01,Acute Occupancy,64.516,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-08-01,Acute Occupancy,66.509,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-09-01,Acute Occupancy,56.961,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-10-01,Acute Occupancy,68.691,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-11-01,Acute Occupancy,68.627,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2021-12-01,Acute Occupancy,61.006,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-01-01,Acute Occupancy,74.706,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-01-01,Acute Occupancy,67.647,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-02-01,Acute Occupancy,72.584,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-03-01,Acute Occupancy,56.072,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-04-01,Acute Occupancy,58.431,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-05-01,Acute Occupancy,69.45,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-06-01,Acute Occupancy,64.902,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-07-01,Acute Occupancy,56.926,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-08-01,Acute Occupancy,61.385,
Northern,,,2022-12-01,Home Support Waitlist - Full,343,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-09-01,Acute Occupancy,67.157,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-10-01,Acute Occupancy,67.457,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-11-01,Acute Occupancy,62.451,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2022-12-01,Acute Occupancy,60.721,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-01-01,Acute Occupancy,55.787,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-02-01,Acute Occupancy,62.5,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-03-01,Acute Occupancy,62.998,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-04-01,Acute Occupancy,49.608,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-05-01,Acute Occupancy,59.772,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Acute Occupancy,58.333,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-07-01,Acute Occupancy,58.729,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-08-01,Acute Occupancy,66.698,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Acute Occupancy,74.412,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Acute Occupancy,66.793,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Acute Occupancy,68.725,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Acute Occupancy,66.373,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Acute Occupancy,61.765,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-04-01,Acute Occupancy,54,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-05-01,Acute Occupancy,51.935,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-06-01,Acute Occupancy,47.333,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-07-01,Acute Occupancy,34.839,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-08-01,Acute Occupancy,70.968,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-09-01,Acute Occupancy,76.333,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-10-01,Acute Occupancy,57.742,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-11-01,Acute Occupancy,65.667,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2021-12-01,Acute Occupancy,46.774,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-01-01,Acute Occupancy,68.667,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-01-01,Acute Occupancy,30,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-02-01,Acute Occupancy,34.286,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-03-01,Acute Occupancy,36.774,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-04-01,Acute Occupancy,52.667,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-05-01,Acute Occupancy,58.71,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-06-01,Acute Occupancy,59,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-07-01,Acute Occupancy,79.032,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-08-01,Acute Occupancy,79.032,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-09-01,Acute Occupancy,82.667,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-10-01,Acute Occupancy,79.032,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-11-01,Acute Occupancy,65.667,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2022-12-01,Acute Occupancy,70.323,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-01-01,Acute Occupancy,46.452,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-02-01,Acute Occupancy,70.357,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-03-01,Acute Occupancy,74.194,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-04-01,Acute Occupancy,47.667,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-05-01,Acute Occupancy,76.452,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-06-01,Acute Occupancy,64.667,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-07-01,Acute Occupancy,58.065,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-08-01,Acute Occupancy,44.516,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-09-01,Acute Occupancy,60,
Northern,,,2023-01-01,Home Support Waitlist - Full,473,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-10-01,Acute Occupancy,60.323,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-11-01,Acute Occupancy,77.333,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-12-01,Acute Occupancy,74.667,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-12-01,Acute Occupancy,80,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-04-01,Acute Occupancy,96.202,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-05-01,Acute Occupancy,82.071,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-06-01,Acute Occupancy,91.163,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-07-01,Acute Occupancy,99.325,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-08-01,Acute Occupancy,98.425,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-09-01,Acute Occupancy,103.643,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-10-01,Acute Occupancy,118.38,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-11-01,Acute Occupancy,115.194,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2021-12-01,Acute Occupancy,109.152,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-01-01,Acute Occupancy,115.814,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-01-01,Acute Occupancy,113.953,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-02-01,Acute Occupancy,117.442,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-03-01,Acute Occupancy,114.704,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-04-01,Acute Occupancy,124.806,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-05-01,Acute Occupancy,127.232,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-06-01,Acute Occupancy,118.527,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-07-01,Acute Occupancy,121.98,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-08-01,Acute Occupancy,125.731,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-09-01,Acute Occupancy,126.124,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-10-01,Acute Occupancy,134.134,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-11-01,Acute Occupancy,119.69,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2022-12-01,Acute Occupancy,92.648,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-01-01,Acute Occupancy,101.575,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-02-01,Acute Occupancy,101.412,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-03-01,Acute Occupancy,94.149,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-04-01,Acute Occupancy,101.395,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-05-01,Acute Occupancy,108.852,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Acute Occupancy,104.031,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-07-01,Acute Occupancy,98.35,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-08-01,Acute Occupancy,102.101,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-09-01,Acute Occupancy,105.194,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Acute Occupancy,115.604,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-11-01,Acute Occupancy,115.736,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-12-01,Acute Occupancy,107.907,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-12-01,Acute Occupancy,109.302,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-04-01,Acute Occupancy,48.889,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-05-01,Acute Occupancy,45.161,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-06-01,Acute Occupancy,40,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-07-01,Acute Occupancy,47.849,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-08-01,Acute Occupancy,50,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-09-01,Acute Occupancy,41.111,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-10-01,Acute Occupancy,43.548,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-11-01,Acute Occupancy,66.667,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2021-12-01,Acute Occupancy,39.247,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-01-01,Acute Occupancy,33.333,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-01-01,Acute Occupancy,68.889,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-02-01,Acute Occupancy,70.833,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-03-01,Acute Occupancy,65.591,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-04-01,Acute Occupancy,65,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-05-01,Acute Occupancy,39.333,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-06-01,Acute Occupancy,45.556,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-07-01,Acute Occupancy,70.968,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-08-01,Acute Occupancy,80.108,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-09-01,Acute Occupancy,57.778,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-10-01,Acute Occupancy,53.763,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-11-01,Acute Occupancy,71.111,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2022-12-01,Acute Occupancy,60.215,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-01-01,Acute Occupancy,38.172,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-02-01,Acute Occupancy,42.857,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-03-01,Acute Occupancy,39.785,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-04-01,Acute Occupancy,67.778,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-05-01,Acute Occupancy,60.753,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-06-01,Acute Occupancy,65,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-07-01,Acute Occupancy,68.28,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-08-01,Acute Occupancy,76.344,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-09-01,Acute Occupancy,92.778,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-10-01,Acute Occupancy,86.022,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-11-01,Acute Occupancy,72.222,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-12-01,Acute Occupancy,52.222,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-12-01,Acute Occupancy,83.333,
Eastern,Strait Richmond Hospital,Community Hospital,2021-04-01,Acute Occupancy,77.222,
Eastern,Strait Richmond Hospital,Community Hospital,2021-05-01,Acute Occupancy,72.312,
Eastern,Strait Richmond Hospital,Community Hospital,2021-06-01,Acute Occupancy,78.889,
Eastern,Strait Richmond Hospital,Community Hospital,2021-07-01,Acute Occupancy,68.414,
Eastern,Strait Richmond Hospital,Community Hospital,2021-08-01,Acute Occupancy,76.613,
Eastern,Strait Richmond Hospital,Community Hospital,2021-09-01,Acute Occupancy,82.083,
Eastern,Strait Richmond Hospital,Community Hospital,2021-10-01,Acute Occupancy,89.919,
Eastern,Strait Richmond Hospital,Community Hospital,2021-11-01,Acute Occupancy,77.361,
Eastern,Strait Richmond Hospital,Community Hospital,2021-12-01,Acute Occupancy,72.177,
Eastern,Strait Richmond Hospital,Community Hospital,2022-01-01,Acute Occupancy,66.667,
Eastern,Strait Richmond Hospital,Community Hospital,2022-01-01,Acute Occupancy,75.972,
Eastern,Strait Richmond Hospital,Community Hospital,2022-02-01,Acute Occupancy,62.649,
Eastern,Strait Richmond Hospital,Community Hospital,2022-03-01,Acute Occupancy,70.43,
Eastern,Strait Richmond Hospital,Community Hospital,2022-04-01,Acute Occupancy,62.083,
Eastern,Strait Richmond Hospital,Community Hospital,2022-05-01,Acute Occupancy,58.737,
Eastern,Strait Richmond Hospital,Community Hospital,2022-06-01,Acute Occupancy,56.111,
Eastern,Strait Richmond Hospital,Community Hospital,2022-07-01,Acute Occupancy,53.226,
Eastern,Strait Richmond Hospital,Community Hospital,2022-08-01,Acute Occupancy,58.871,
Eastern,Strait Richmond Hospital,Community Hospital,2022-09-01,Acute Occupancy,61.389,
Eastern,Strait Richmond Hospital,Community Hospital,2022-10-01,Acute Occupancy,61.425,
Eastern,Strait Richmond Hospital,Community Hospital,2022-11-01,Acute Occupancy,62.361,
Eastern,Strait Richmond Hospital,Community Hospital,2022-12-01,Acute Occupancy,56.72,
Eastern,Strait Richmond Hospital,Community Hospital,2023-01-01,Acute Occupancy,74.194,
Eastern,Strait Richmond Hospital,Community Hospital,2023-02-01,Acute Occupancy,68.899,
Eastern,Strait Richmond Hospital,Community Hospital,2023-03-01,Acute Occupancy,69.892,
Eastern,Strait Richmond Hospital,Community Hospital,2023-04-01,Acute Occupancy,78.889,
Eastern,Strait Richmond Hospital,Community Hospital,2023-05-01,Acute Occupancy,76.075,
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Acute Occupancy,70,
Eastern,Strait Richmond Hospital,Community Hospital,2023-07-01,Acute Occupancy,82.392,
Eastern,Strait Richmond Hospital,Community Hospital,2023-08-01,Acute Occupancy,76.344,
Eastern,Strait Richmond Hospital,Community Hospital,2023-09-01,Acute Occupancy,79.444,
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Acute Occupancy,84.409,
Eastern,Strait Richmond Hospital,Community Hospital,2023-11-01,Acute Occupancy,91.944,
Eastern,Strait Richmond Hospital,Community Hospital,2023-12-01,Acute Occupancy,84.861,
Eastern,Strait Richmond Hospital,Community Hospital,2023-12-01,Acute Occupancy,75,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-04-01,Acute Occupancy,46.944,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-05-01,Acute Occupancy,37.366,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-06-01,Acute Occupancy,47.778,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-07-01,Acute Occupancy,66.129,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-08-01,Acute Occupancy,90.323,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-09-01,Acute Occupancy,93.056,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-10-01,Acute Occupancy,95.968,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-11-01,Acute Occupancy,90.833,
Eastern,Victoria County Memorial Hospital,Community Hospital,2021-12-01,Acute Occupancy,70.968,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-01-01,Acute Occupancy,83.611,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-01-01,Acute Occupancy,75,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-02-01,Acute Occupancy,95.238,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-03-01,Acute Occupancy,98.925,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-04-01,Acute Occupancy,78.889,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-05-01,Acute Occupancy,61.022,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-06-01,Acute Occupancy,58.333,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-07-01,Acute Occupancy,76.882,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-08-01,Acute Occupancy,61.828,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-09-01,Acute Occupancy,61.111,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-10-01,Acute Occupancy,64.516,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-11-01,Acute Occupancy,92.778,
Eastern,Victoria County Memorial Hospital,Community Hospital,2022-12-01,Acute Occupancy,91.667,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-01-01,Acute Occupancy,88.978,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-02-01,Acute Occupancy,86.607,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-03-01,Acute Occupancy,90.054,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-04-01,Acute Occupancy,91.111,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-05-01,Acute Occupancy,77.688,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-06-01,Acute Occupancy,69.167,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-07-01,Acute Occupancy,90.054,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-08-01,Acute Occupancy,90.054,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-09-01,Acute Occupancy,90.278,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-10-01,Acute Occupancy,85.215,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-11-01,Acute Occupancy,88.611,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-12-01,Acute Occupancy,100,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-12-01,Acute Occupancy,94.444,
IWK,IWK Health Centre,Tertiary Hospital,2021-04-01,Acute Occupancy,50.162,
IWK,IWK Health Centre,Tertiary Hospital,2021-05-01,Acute Occupancy,49.076,
IWK,IWK Health Centre,Tertiary Hospital,2021-06-01,Acute Occupancy,57.476,
IWK,IWK Health Centre,Tertiary Hospital,2021-07-01,Acute Occupancy,54.181,
IWK,IWK Health Centre,Tertiary Hospital,2021-08-01,Acute Occupancy,55.716,
IWK,IWK Health Centre,Tertiary Hospital,2021-09-01,Acute Occupancy,62.654,
IWK,IWK Health Centre,Tertiary Hospital,2021-10-01,Acute Occupancy,54.682,
IWK,IWK Health Centre,Tertiary Hospital,2021-11-01,Acute Occupancy,57.249,
IWK,IWK Health Centre,Tertiary Hospital,2021-12-01,Acute Occupancy,58.284,
IWK,IWK Health Centre,Tertiary Hospital,2022-01-01,Acute Occupancy,54.369,
IWK,IWK Health Centre,Tertiary Hospital,2022-01-01,Acute Occupancy,52.006,
IWK,IWK Health Centre,Tertiary Hospital,2022-02-01,Acute Occupancy,50.936,
IWK,IWK Health Centre,Tertiary Hospital,2022-03-01,Acute Occupancy,52.96,
IWK,IWK Health Centre,Tertiary Hospital,2022-04-01,Acute Occupancy,54.369,
IWK,IWK Health Centre,Tertiary Hospital,2022-05-01,Acute Occupancy,60.664,
IWK,IWK Health Centre,Tertiary Hospital,2022-06-01,Acute Occupancy,63.851,
IWK,IWK Health Centre,Tertiary Hospital,2022-07-01,Acute Occupancy,58.002,
IWK,IWK Health Centre,Tertiary Hospital,2022-08-01,Acute Occupancy,56.311,
IWK,IWK Health Centre,Tertiary Hospital,2022-09-01,Acute Occupancy,57.702,
IWK,IWK Health Centre,Tertiary Hospital,2022-10-01,Acute Occupancy,58.19,
IWK,IWK Health Centre,Tertiary Hospital,2022-11-01,Acute Occupancy,62.524,
IWK,IWK Health Centre,Tertiary Hospital,2022-12-01,Acute Occupancy,56.091,
IWK,IWK Health Centre,Tertiary Hospital,2023-01-01,Acute Occupancy,59.255,
IWK,IWK Health Centre,Tertiary Hospital,2023-02-01,Acute Occupancy,55.305,
IWK,IWK Health Centre,Tertiary Hospital,2023-03-01,Acute Occupancy,56.968,
IWK,IWK Health Centre,Tertiary Hospital,2023-04-01,Acute Occupancy,61.262,
IWK,IWK Health Centre,Tertiary Hospital,2023-05-01,Acute Occupancy,55.81,
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Acute Occupancy,56.278,
IWK,IWK Health Centre,Tertiary Hospital,2023-07-01,Acute Occupancy,55.872,
IWK,IWK Health Centre,Tertiary Hospital,2023-08-01,Acute Occupancy,52.897,
IWK,IWK Health Centre,Tertiary Hospital,2023-09-01,Acute Occupancy,56.828,
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Acute Occupancy,56.279,
IWK,IWK Health Centre,Tertiary Hospital,2023-11-01,Acute Occupancy,62.524,
IWK,IWK Health Centre,Tertiary Hospital,2023-12-01,Acute Occupancy,48.544,
IWK,IWK Health Centre,Tertiary Hospital,2023-12-01,Acute Occupancy,62.783,
Northern,Aberdeen Hospital,Regional Hospital,2021-04-01,Acute Occupancy,83.151,
Northern,Aberdeen Hospital,Regional Hospital,2021-05-01,Acute Occupancy,80.071,
Northern,Aberdeen Hospital,Regional Hospital,2021-06-01,Acute Occupancy,73.242,
Northern,Aberdeen Hospital,Regional Hospital,2021-07-01,Acute Occupancy,78.745,
Northern,Aberdeen Hospital,Regional Hospital,2021-08-01,Acute Occupancy,86.611,
Northern,Aberdeen Hospital,Regional Hospital,2021-09-01,Acute Occupancy,90.913,
Northern,Aberdeen Hospital,Regional Hospital,2021-10-01,Acute Occupancy,85.02,
Northern,Aberdeen Hospital,Regional Hospital,2021-11-01,Acute Occupancy,91.644,
Northern,Aberdeen Hospital,Regional Hospital,2021-12-01,Acute Occupancy,78.303,
Northern,Aberdeen Hospital,Regional Hospital,2022-01-01,Acute Occupancy,86.301,
Northern,Aberdeen Hospital,Regional Hospital,2022-01-01,Acute Occupancy,83.607,
Northern,Aberdeen Hospital,Regional Hospital,2022-02-01,Acute Occupancy,84.932,
Northern,Aberdeen Hospital,Regional Hospital,2022-03-01,Acute Occupancy,81.441,
Northern,Aberdeen Hospital,Regional Hospital,2022-04-01,Acute Occupancy,75.342,
Northern,Aberdeen Hospital,Regional Hospital,2022-05-01,Acute Occupancy,74.856,
Northern,Aberdeen Hospital,Regional Hospital,2022-06-01,Acute Occupancy,85.434,
Northern,Aberdeen Hospital,Regional Hospital,2022-07-01,Acute Occupancy,77.464,
Northern,Aberdeen Hospital,Regional Hospital,2022-08-01,Acute Occupancy,80.999,
Northern,Aberdeen Hospital,Regional Hospital,2022-09-01,Acute Occupancy,86.575,
Northern,Aberdeen Hospital,Regional Hospital,2022-10-01,Acute Occupancy,95.581,
Northern,Aberdeen Hospital,Regional Hospital,2022-11-01,Acute Occupancy,87.443,
Northern,Aberdeen Hospital,Regional Hospital,2022-12-01,Acute Occupancy,83.341,
Northern,Aberdeen Hospital,Regional Hospital,2023-01-01,Acute Occupancy,84.092,
Northern,Aberdeen Hospital,Regional Hospital,2023-02-01,Acute Occupancy,73.386,
Northern,Aberdeen Hospital,Regional Hospital,2023-03-01,Acute Occupancy,82.766,
Northern,Aberdeen Hospital,Regional Hospital,2023-04-01,Acute Occupancy,84.703,
Northern,Aberdeen Hospital,Regional Hospital,2023-05-01,Acute Occupancy,86.964,
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Acute Occupancy,82.603,
Northern,Aberdeen Hospital,Regional Hospital,2023-07-01,Acute Occupancy,85.948,
Northern,Aberdeen Hospital,Regional Hospital,2023-08-01,Acute Occupancy,89.616,
Northern,Aberdeen Hospital,Regional Hospital,2023-09-01,Acute Occupancy,88.767,
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Acute Occupancy,95.758,
